#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -      m
2011 03 11 08 32 00 2 4682.869
2011 03 11 08 31 00 2 4682.869
2011 03 11 08 30 00 2 4682.870
2011 03 11 08 30 00 1 9999.000
2011 03 11 08 29 00 2 4682.872
2011 03 11 08 28 00 2 4682.873
2011 03 11 08 27 00 2 4682.874
2011 03 11 08 26 00 2 4682.874
2011 03 11 08 25 00 2 4682.877
2011 03 11 08 24 00 2 4682.880
2011 03 11 08 23 00 2 4682.876
2011 03 11 08 22 00 2 4682.879
2011 03 11 08 21 00 2 4682.881
2011 03 11 08 20 00 2 4682.880
2011 03 11 08 19 00 2 4682.884
2011 03 11 08 18 00 2 4682.882
2011 03 11 08 17 00 2 4682.885
2011 03 11 08 16 00 2 4682.886
2011 03 11 08 15 00 2 4682.887
2011 03 11 08 15 00 1 9999.000
2011 03 11 08 14 00 2 4682.888
2011 03 11 08 13 00 2 4682.887
2011 03 11 08 12 00 2 4682.891
2011 03 11 08 11 00 2 4682.890
2011 03 11 08 10 00 2 4682.891
2011 03 11 08 09 00 2 4682.896
2011 03 11 08 08 00 2 4682.895
2011 03 11 08 07 00 2 4682.893
2011 03 11 08 06 00 2 4682.897
2011 03 11 08 05 00 2 4682.898
2011 03 11 08 04 00 2 4682.898
2011 03 11 08 03 00 2 4682.902
2011 03 11 08 02 00 2 4682.902
2011 03 11 08 01 00 2 4682.900
2011 03 11 08 00 00 2 4682.903
2011 03 11 08 00 00 1 9999.000
2011 03 11 07 59 00 2 4682.903
2011 03 11 07 58 00 2 4682.903
2011 03 11 07 57 00 2 4682.907
2011 03 11 07 56 00 2 4682.906
2011 03 11 07 55 00 2 4682.907
2011 03 11 07 54 00 2 4682.908
2011 03 11 07 53 00 2 4682.909
2011 03 11 07 52 00 2 4682.912
2011 03 11 07 51 00 2 4682.913
2011 03 11 07 50 00 2 4682.911
2011 03 11 07 49 00 2 4682.915
2011 03 11 07 48 00 2 4682.915
2011 03 11 07 47 00 2 4682.914
2011 03 11 07 46 00 2 4682.917
2011 03 11 07 45 00 2 4682.917
2011 03 11 07 45 00 1 9999.000
2011 03 11 07 44 00 2 4682.921
2011 03 11 07 43 00 2 4682.922
2011 03 11 07 42 00 2 4682.922
2011 03 11 07 41 00 2 4682.922
2011 03 11 07 40 00 2 4682.926
2011 03 11 07 39 00 2 4682.927
2011 03 11 07 38 00 2 4682.925
2011 03 11 07 37 00 2 4682.928
2011 03 11 07 36 00 2 4682.928
2011 03 11 07 35 00 2 4682.929
2011 03 11 07 34 00 2 4682.932
2011 03 11 07 33 00 2 4682.931
2011 03 11 07 32 00 2 4682.931
2011 03 11 07 31 00 2 4682.935
2011 03 11 07 30 00 2 4682.936
2011 03 11 07 30 00 1 9999.000
2011 03 11 07 29 00 2 4682.934
2011 03 11 07 28 00 2 4682.936
2011 03 11 07 27 00 2 4682.936
2011 03 11 07 26 00 2 4682.935
2011 03 11 07 25 00 2 4682.938
2011 03 11 07 24 00 2 4682.938
2011 03 11 07 23 00 2 4682.940
2011 03 11 07 22 00 2 4682.938
2011 03 11 07 21 00 2 4682.939
2011 03 11 07 20 00 2 4682.938
2011 03 11 07 19 00 2 4682.941
2011 03 11 07 18 00 2 4682.941
2011 03 11 07 17 00 2 4682.941
2011 03 11 07 16 00 2 4682.940
2011 03 11 07 15 00 2 4682.944
2011 03 11 07 15 00 1 9999.000
2011 03 11 07 14 00 2 4682.942
2011 03 11 07 13 00 2 4682.942
2011 03 11 07 12 00 2 4682.944
2011 03 11 07 11 00 2 4682.944
2011 03 11 07 10 00 2 4682.941
2011 03 11 07 09 00 2 4682.949
2011 03 11 07 08 00 2 4682.947
2011 03 11 07 07 00 2 4682.946
2011 03 11 07 06 00 2 4682.947
2011 03 11 07 05 00 2 4682.945
2011 03 11 07 04 00 2 4682.951
2011 03 11 07 03 00 2 4682.947
2011 03 11 07 02 00 2 4682.947
2011 03 11 07 01 00 2 4682.947
2011 03 11 07 00 00 2 4682.956
2011 03 11 07 00 00 1 9999.000
2011 03 11 06 59 00 2 4682.950
2011 03 11 06 58 00 2 4682.952
2011 03 11 06 57 00 2 4682.949
2011 03 11 06 56 00 2 4682.949
2011 03 11 06 55 00 2 4682.950
2011 03 11 06 54 00 2 4682.952
2011 03 11 06 53 00 2 4682.953
2011 03 11 06 52 00 2 4682.948
2011 03 11 06 51 00 2 4682.950
2011 03 11 06 50 00 2 4682.949
2011 03 11 06 49 00 2 4682.953
2011 03 11 06 48 00 2 4682.953
2011 03 11 06 47 00 2 4682.950
2011 03 11 06 46 00 2 4682.949
2011 03 11 06 45 00 2 4682.952
2011 03 11 06 45 00 1 9999.000
2011 03 11 06 44 00 2 4682.951
2011 03 11 06 43 00 2 4682.959
2011 03 11 06 42 00 2 4682.957
2011 03 11 06 41 00 2 4682.949
2011 03 11 06 40 00 2 4682.952
2011 03 11 06 39 00 2 4682.955
2011 03 11 06 38 00 2 4682.957
2011 03 11 06 37 00 2 4682.954
2011 03 11 06 36 00 2 4682.956
2011 03 11 06 35 00 2 4682.953
2011 03 11 06 34 00 2 4682.951
2011 03 11 06 33 00 2 4682.958
2011 03 11 06 32 00 2 4682.956
2011 03 11 06 31 00 2 4682.961
2011 03 11 06 30 00 2 4682.952
2011 03 11 06 30 00 1 9999.000
2011 03 11 06 29 00 2 4682.952
2011 03 11 06 28 00 2 4682.967
2011 03 11 06 27 00 2 4682.949
2011 03 11 06 26 00 2 4682.959
2011 03 11 06 25 00 2 4682.952
2011 03 11 06 24 00 2 4682.960
2011 03 11 06 23 00 2 4682.958
2011 03 11 06 22 00 2 4682.954
2011 03 11 06 21 00 2 4682.960
2011 03 11 06 20 00 2 4682.960
2011 03 11 06 19 00 2 4682.952
2011 03 11 06 18 00 2 4682.956
2011 03 11 06 17 00 2 4682.954
2011 03 11 06 16 00 2 4682.959
2011 03 11 06 15 00 2 4682.961
2011 03 11 06 15 00 1 9999.000
2011 03 11 06 14 00 2 4682.969
2011 03 11 06 13 00 2 4682.956
2011 03 11 06 12 00 2 4682.951
2011 03 11 06 11 00 2 4682.962
2011 03 11 06 10 00 2 4682.960
2011 03 11 06 09 00 2 4682.956
2011 03 11 06 08 30 3 4682.952
2011 03 11 06 08 15 3 4682.965
2011 03 11 06 08 00 3 4682.974
2011 03 11 06 08 00 2 4682.964
2011 03 11 06 07 45 3 4682.956
2011 03 11 06 07 30 3 4682.961
2011 03 11 06 07 15 3 4682.957
2011 03 11 06 07 00 3 4682.950
2011 03 11 06 07 00 2 4682.956
2011 03 11 06 06 45 3 4682.964
2011 03 11 06 06 30 3 4682.959
2011 03 11 06 06 15 3 4682.957
2011 03 11 06 06 00 3 4682.966
2011 03 11 06 06 00 2 4682.962
2011 03 11 06 05 45 3 4682.956
2011 03 11 06 05 30 3 4682.930
2011 03 11 06 05 15 3 4682.990
2011 03 11 06 05 00 3 4682.937
2011 03 11 06 05 00 2 4682.953
2011 03 11 06 04 45 3 4682.982
2011 03 11 06 04 00 2 4682.963
2011 03 11 06 03 00 2 4682.960
2011 03 11 06 02 00 2 4682.959
2011 03 11 06 01 00 2 4682.960
2011 03 11 06 00 00 2 4682.957
2011 03 11 06 00 00 1 9999.000
2011 03 11 05 59 00 2 4682.962
2011 03 11 05 58 00 2 4682.957
2011 03 11 05 57 00 2 4682.959
2011 03 11 05 56 00 2 4682.957
2011 03 11 05 55 00 2 4682.957
2011 03 11 05 54 00 2 4682.957
2011 03 11 05 53 00 2 4682.958
2011 03 11 05 52 00 2 4682.958
2011 03 11 05 51 00 2 4682.957
2011 03 11 05 50 00 2 4682.957
2011 03 11 05 49 00 2 4682.957
2011 03 11 05 48 00 2 4682.957
2011 03 11 05 47 00 2 4682.956
2011 03 11 05 46 00 2 4682.957
2011 03 11 05 45 00 2 4682.957
2011 03 11 05 45 00 1 9999.000
2011 03 11 05 44 00 2 4682.957
2011 03 11 05 43 00 2 4682.957
2011 03 11 05 42 00 2 4682.957
2011 03 11 05 41 00 2 4682.957
2011 03 11 05 40 00 2 4682.956
2011 03 11 05 39 00 2 4682.957
2011 03 11 05 38 00 2 4682.957
2011 03 11 05 37 00 2 4682.957
2011 03 11 05 36 00 2 4682.956
2011 03 11 05 35 00 2 4682.957
2011 03 11 05 34 00 2 4682.956
2011 03 11 05 33 00 2 4682.956
2011 03 11 05 32 00 2 4682.955
2011 03 11 05 31 00 2 4682.955
2011 03 11 05 30 00 2 4682.955
2011 03 11 05 30 00 1 4682.956
2011 03 11 05 29 00 2 4682.954
2011 03 11 05 28 00 2 4682.954
2011 03 11 05 27 00 2 4682.953
2011 03 11 05 26 00 2 4682.953
2011 03 11 05 25 00 2 4682.952
2011 03 11 05 24 00 2 4682.951
2011 03 11 05 23 00 2 4682.951
2011 03 11 05 22 00 2 4682.951
2011 03 11 05 21 00 2 4682.950
2011 03 11 05 20 00 2 4682.949
2011 03 11 05 19 00 2 4682.949
2011 03 11 05 18 00 2 4682.948
2011 03 11 05 17 00 2 4682.947
2011 03 11 05 16 00 2 4682.947
2011 03 11 05 15 00 2 4682.945
2011 03 11 05 15 00 1 4682.951
2011 03 11 05 14 00 2 4682.945
2011 03 11 05 13 00 2 4682.944
2011 03 11 05 12 00 2 4682.944
2011 03 11 05 11 00 2 4682.943
2011 03 11 05 10 00 2 4682.942
2011 03 11 05 09 00 2 4682.942
2011 03 11 05 08 00 2 4682.940
2011 03 11 05 07 00 2 4682.940
2011 03 11 05 06 00 2 4682.940
2011 03 11 05 05 00 2 4682.939
2011 03 11 05 04 00 2 4682.939
2011 03 11 05 03 00 2 4682.938
2011 03 11 05 02 00 2 4682.936
2011 03 11 05 01 00 2 4682.936
2011 03 11 05 00 00 2 4682.936
2011 03 11 05 00 00 1 4682.941
2011 03 11 04 59 00 2 4682.935
2011 03 11 04 58 00 2 4682.934
2011 03 11 04 57 00 2 4682.933
2011 03 11 04 56 00 2 4682.932
2011 03 11 04 55 00 2 4682.931
2011 03 11 04 54 00 2 4682.930
2011 03 11 04 53 00 2 4682.930
2011 03 11 04 52 00 2 4682.928
2011 03 11 04 51 00 2 4682.928
2011 03 11 04 50 00 2 4682.927
2011 03 11 04 49 00 2 4682.927
2011 03 11 04 48 00 2 4682.926
2011 03 11 04 47 00 2 4682.925
2011 03 11 04 46 00 2 4682.924
2011 03 11 04 45 00 2 4682.924
2011 03 11 04 45 00 1 4682.928
2011 03 11 04 44 00 2 4682.923
2011 03 11 04 43 00 2 4682.922
2011 03 11 04 42 00 2 4682.922
2011 03 11 04 41 00 2 4682.921
2011 03 11 04 40 00 2 4682.919
2011 03 11 04 39 00 2 4682.919
2011 03 11 04 38 00 2 4682.919
2011 03 11 04 37 00 2 4682.918
