#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -      m
2011 03 11 09 13 00 2 5465.518
2011 03 11 09 12 00 2 5465.517
2011 03 11 09 11 00 2 5465.518
2011 03 11 09 10 00 2 5465.515
2011 03 11 09 09 00 2 5465.515
2011 03 11 09 08 00 2 5465.518
2011 03 11 09 07 00 2 5465.517
2011 03 11 09 06 00 2 5465.515
2011 03 11 09 05 00 2 5465.515
2011 03 11 09 04 00 2 5465.515
2011 03 11 09 03 00 2 5465.513
2011 03 11 09 02 00 2 5465.512
2011 03 11 09 01 00 2 5465.513
2011 03 11 09 00 00 2 5465.515
2011 03 11 09 00 00 1 9999.000
2011 03 11 08 59 00 2 5465.510
2011 03 11 08 58 00 2 5465.511
2011 03 11 08 57 00 2 5465.509
2011 03 11 08 56 00 2 5465.507
2011 03 11 08 55 00 2 5465.509
2011 03 11 08 54 00 2 5465.507
2011 03 11 08 53 00 2 5465.508
2011 03 11 08 52 00 2 5465.508
2011 03 11 08 51 00 2 5465.503
2011 03 11 08 50 00 2 5465.503
2011 03 11 08 49 00 2 5465.504
2011 03 11 08 48 00 2 5465.502
2011 03 11 08 47 00 2 5465.503
2011 03 11 08 46 00 2 5465.502
2011 03 11 08 45 00 2 5465.500
2011 03 11 08 45 00 1 9999.000
2011 03 11 08 44 00 2 5465.501
2011 03 11 08 43 00 2 5465.497
2011 03 11 08 42 00 2 5465.501
2011 03 11 08 41 00 2 5465.495
2011 03 11 08 40 00 2 5465.496
2011 03 11 08 39 00 2 5465.500
2011 03 11 08 38 00 2 5465.491
2011 03 11 08 37 00 2 5465.491
2011 03 11 08 36 00 2 5465.495
2011 03 11 08 35 00 2 5465.492
2011 03 11 08 34 00 2 5465.491
2011 03 11 08 33 00 2 5465.487
2011 03 11 08 32 00 2 5465.488
2011 03 11 08 31 00 2 5465.487
2011 03 11 08 30 00 2 5465.488
2011 03 11 08 30 00 1 9999.000
2011 03 11 08 29 00 2 5465.487
2011 03 11 08 28 00 2 5465.484
2011 03 11 08 27 00 2 5465.481
2011 03 11 08 26 00 2 5465.482
2011 03 11 08 25 00 2 5465.481
2011 03 11 08 24 00 2 5465.483
2011 03 11 08 23 00 2 5465.480
2011 03 11 08 22 00 2 5465.478
2011 03 11 08 21 00 2 5465.475
2011 03 11 08 20 00 2 5465.478
2011 03 11 08 19 00 2 5465.476
2011 03 11 08 18 00 2 5465.478
2011 03 11 08 17 00 2 5465.473
2011 03 11 08 16 00 2 5465.472
2011 03 11 08 15 00 2 5465.472
2011 03 11 08 15 00 1 9999.000
2011 03 11 08 14 00 2 5465.468
2011 03 11 08 13 00 2 5465.467
2011 03 11 08 12 00 2 5465.471
2011 03 11 08 11 00 2 5465.469
2011 03 11 08 10 00 2 5465.464
2011 03 11 08 09 00 2 5465.465
2011 03 11 08 08 00 2 5465.463
2011 03 11 08 07 00 2 5465.462
2011 03 11 08 06 00 2 5465.462
2011 03 11 08 05 00 2 5465.459
2011 03 11 08 04 00 2 5465.462
2011 03 11 08 03 00 2 5465.455
2011 03 11 08 02 00 2 5465.456
2011 03 11 08 01 00 2 5465.455
2011 03 11 08 00 00 2 5465.455
2011 03 11 08 00 00 1 9999.000
2011 03 11 07 59 00 2 5465.455
2011 03 11 07 58 00 2 5465.454
2011 03 11 07 57 00 2 5465.447
2011 03 11 07 56 00 2 5465.450
2011 03 11 07 55 00 2 5465.455
2011 03 11 07 54 00 2 5465.444
2011 03 11 07 53 00 2 5465.445
2011 03 11 07 52 00 2 5465.446
2011 03 11 07 51 00 2 5465.444
2011 03 11 07 50 00 2 5465.436
2011 03 11 07 49 00 2 5465.444
2011 03 11 07 48 00 2 5465.442
2011 03 11 07 47 00 2 5465.439
2011 03 11 07 46 00 2 5465.434
2011 03 11 07 45 00 2 5465.439
2011 03 11 07 45 00 1 9999.000
2011 03 11 07 44 00 2 5465.432
2011 03 11 07 43 00 2 5465.432
2011 03 11 07 42 00 2 5465.434
2011 03 11 07 41 00 2 5465.430
2011 03 11 07 40 00 2 5465.431
2011 03 11 07 39 00 2 5465.428
2011 03 11 07 38 00 2 5465.430
2011 03 11 07 37 00 2 5465.420
2011 03 11 07 36 00 2 5465.423
2011 03 11 07 35 00 2 5465.424
2011 03 11 07 34 00 2 5465.421
2011 03 11 07 33 00 2 5465.422
2011 03 11 07 32 00 2 5465.414
2011 03 11 07 31 00 2 5465.417
2011 03 11 07 30 00 2 5465.419
2011 03 11 07 30 00 1 9999.000
2011 03 11 07 29 00 2 5465.417
2011 03 11 07 28 00 2 5465.412
2011 03 11 07 27 00 2 5465.413
2011 03 11 07 26 00 2 5465.413
2011 03 11 07 25 00 2 5465.407
2011 03 11 07 24 00 2 5465.406
2011 03 11 07 23 00 2 5465.409
2011 03 11 07 22 00 2 5465.406
2011 03 11 07 21 00 2 5465.404
2011 03 11 07 20 00 2 5465.408
2011 03 11 07 19 00 2 5465.398
2011 03 11 07 18 00 2 5465.397
2011 03 11 07 17 00 2 5465.406
2011 03 11 07 16 00 2 5465.395
2011 03 11 07 15 00 2 5465.396
2011 03 11 07 15 00 1 9999.000
2011 03 11 07 14 00 2 5465.394
2011 03 11 07 13 00 2 5465.396
2011 03 11 07 12 00 2 5465.395
2011 03 11 07 11 00 2 5465.391
2011 03 11 07 10 00 2 5465.390
2011 03 11 07 09 00 2 5465.397
2011 03 11 07 08 00 2 5465.385
2011 03 11 07 07 00 2 5465.385
2011 03 11 07 06 00 2 5465.387
2011 03 11 07 05 00 2 5465.381
2011 03 11 07 04 00 2 5465.384
2011 03 11 07 03 00 2 5465.379
2011 03 11 07 02 00 2 5465.377
2011 03 11 07 01 00 2 5465.385
2011 03 11 07 00 00 2 5465.380
2011 03 11 07 00 00 1 9999.000
2011 03 11 06 59 00 2 5465.369
2011 03 11 06 58 00 2 5465.375
2011 03 11 06 57 00 2 5465.375
2011 03 11 06 56 00 2 5465.379
2011 03 11 06 55 00 2 5465.363
2011 03 11 06 54 00 2 5465.367
2011 03 11 06 53 00 2 5465.369
2011 03 11 06 52 00 2 5465.366
2011 03 11 06 51 00 2 5465.366
2011 03 11 06 50 00 2 5465.364
2011 03 11 06 49 00 2 5465.356
2011 03 11 06 48 00 2 5465.371
2011 03 11 06 47 00 2 5465.359
2011 03 11 06 46 00 2 5465.353
2011 03 11 06 45 00 2 5465.359
2011 03 11 06 45 00 1 9999.000
2011 03 11 06 44 00 2 5465.356
2011 03 11 06 43 00 2 5465.351
2011 03 11 06 42 00 2 5465.362
2011 03 11 06 41 00 2 5465.349
2011 03 11 06 40 00 2 5465.340
2011 03 11 06 39 00 2 5465.358
2011 03 11 06 38 00 2 5465.356
2011 03 11 06 37 00 2 5465.332
2011 03 11 06 36 00 2 5465.350
2011 03 11 06 35 00 2 5465.344
2011 03 11 06 34 00 2 5465.330
2011 03 11 06 33 00 2 5465.346
2011 03 11 06 32 00 2 5465.348
2011 03 11 06 31 00 2 5465.330
2011 03 11 06 30 00 2 5465.340
2011 03 11 06 30 00 1 9999.000
2011 03 11 06 29 00 2 5465.325
2011 03 11 06 28 00 2 5465.337
2011 03 11 06 27 00 2 5465.338
2011 03 11 06 26 00 2 5465.325
2011 03 11 06 25 00 2 5465.322
2011 03 11 06 24 00 2 5465.334
2011 03 11 06 23 00 2 5465.309
2011 03 11 06 22 00 2 5465.336
2011 03 11 06 21 00 2 5465.318
2011 03 11 06 20 00 2 5465.319
2011 03 11 06 19 00 2 5465.335
2011 03 11 06 18 00 2 5465.312
2011 03 11 06 17 00 2 5465.313
2011 03 11 06 16 00 2 5465.300
2011 03 11 06 15 00 2 5465.308
2011 03 11 06 15 00 1 9999.000
2011 03 11 06 14 00 2 5465.334
2011 03 11 06 13 00 2 5465.294
2011 03 11 06 12 00 2 5465.313
2011 03 11 06 11 00 2 5465.311
2011 03 11 06 10 00 2 5465.295
2011 03 11 06 09 00 2 5465.325
2011 03 11 06 08 00 2 5465.278
2011 03 11 06 07 00 2 5465.310
2011 03 11 06 06 00 2 5465.292
2011 03 11 06 05 00 2 5465.302
2011 03 11 06 04 00 2 5465.279
2011 03 11 06 03 15 3 5465.196
2011 03 11 06 03 00 3 5465.363
2011 03 11 06 03 00 2 5465.310
2011 03 11 06 02 45 3 5465.314
2011 03 11 06 02 30 3 5465.266
2011 03 11 06 02 15 3 5465.209
2011 03 11 06 02 00 3 5465.388
2011 03 11 06 02 00 2 5465.314
2011 03 11 06 01 45 3 5465.290
2011 03 11 06 01 30 3 5465.183
2011 03 11 06 01 15 3 5465.231
2011 03 11 06 01 00 3 5465.191
2011 03 11 06 01 00 2 5465.293
2011 03 11 06 00 45 3 5465.152
2011 03 11 06 00 30 3 5465.331
2011 03 11 06 00 15 3 5465.436
2011 03 11 06 00 00 3 5465.138
2011 03 11 06 00 00 2 5465.264
2011 03 11 06 00 00 1 9999.000
2011 03 11 05 59 45 3 5465.301
2011 03 11 05 59 30 3 5465.342
2011 03 11 05 59 00 2 5465.300
2011 03 11 05 58 00 2 5465.279
2011 03 11 05 57 00 2 5465.287
2011 03 11 05 56 00 2 5465.284
2011 03 11 05 55 00 2 5465.280
2011 03 11 05 54 00 2 5465.280
2011 03 11 05 53 00 2 5465.280
2011 03 11 05 52 00 2 5465.276
2011 03 11 05 51 00 2 5465.274
2011 03 11 05 50 00 2 5465.272
2011 03 11 05 49 00 2 5465.271
2011 03 11 05 48 00 2 5465.269
2011 03 11 05 47 00 2 5465.267
2011 03 11 05 46 00 2 5465.264
2011 03 11 05 45 00 2 5465.264
2011 03 11 05 45 00 1 9999.000
2011 03 11 05 44 00 2 5465.262
2011 03 11 05 43 00 2 5465.261
2011 03 11 05 42 00 2 5465.258
2011 03 11 05 41 00 2 5465.256
2011 03 11 05 40 00 2 5465.256
2011 03 11 05 39 00 2 5465.254
2011 03 11 05 38 00 2 5465.252
2011 03 11 05 37 00 2 5465.250
2011 03 11 05 36 00 2 5465.248
2011 03 11 05 35 00 2 5465.248
2011 03 11 05 34 00 2 5465.246
2011 03 11 05 33 00 2 5465.244
2011 03 11 05 32 00 2 5465.242
2011 03 11 05 31 00 2 5465.240
2011 03 11 05 30 00 2 5465.238
2011 03 11 05 30 00 1 9999.000
2011 03 11 05 29 00 2 5465.238
2011 03 11 05 28 00 2 5465.235
2011 03 11 05 27 00 2 5465.233
2011 03 11 05 26 00 2 5465.231
2011 03 11 05 25 00 2 5465.229
2011 03 11 05 24 00 2 5465.228
2011 03 11 05 23 00 2 5465.226
2011 03 11 05 22 00 2 5465.223
2011 03 11 05 21 00 2 5465.222
2011 03 11 05 20 00 2 5465.220
2011 03 11 05 19 00 2 5465.218
2011 03 11 05 18 00 2 5465.217
2011 03 11 05 17 00 2 5465.215
2011 03 11 05 16 00 2 5465.214
2011 03 11 05 15 00 2 5465.212
2011 03 11 05 15 00 1 9999.000
2011 03 11 05 14 00 2 5465.210
2011 03 11 05 13 00 2 5465.208
2011 03 11 05 12 00 2 5465.206
2011 03 11 05 11 00 2 5465.205
2011 03 11 05 10 00 2 5465.203
2011 03 11 05 09 00 2 5465.202
2011 03 11 05 08 00 2 5465.199
2011 03 11 05 07 00 2 5465.198
2011 03 11 05 06 00 2 5465.196
2011 03 11 05 05 00 2 5465.195
2011 03 11 05 04 00 2 5465.193
2011 03 11 05 03 00 2 5465.191
2011 03 11 05 02 00 2 5465.190
2011 03 11 05 01 00 2 5465.189
2011 03 11 05 00 00 2 5465.187
2011 03 11 05 00 00 1 5465.187
2011 03 11 04 59 00 2 5465.185
2011 03 11 04 58 00 2 5465.184
2011 03 11 04 57 00 2 5465.182
2011 03 11 04 56 00 2 5465.180
2011 03 11 04 55 00 2 5465.178
2011 03 11 04 54 00 2 5465.176
2011 03 11 04 53 00 2 5465.175
2011 03 11 04 52 00 2 5465.172
2011 03 11 04 51 00 2 5465.170
2011 03 11 04 50 00 2 5465.169
2011 03 11 04 49 00 2 5465.167
2011 03 11 04 48 00 2 5465.164
2011 03 11 04 47 00 2 5465.163
2011 03 11 04 46 00 2 5465.161
2011 03 11 04 45 00 2 5465.160
2011 03 11 04 45 00 1 5465.159
2011 03 11 04 44 00 2 5465.157
2011 03 11 04 43 00 2 5465.157
2011 03 11 04 42 00 2 5465.156
2011 03 11 04 41 00 2 5465.153
2011 03 11 04 40 00 2 5465.151
2011 03 11 04 39 00 2 5465.150
2011 03 11 04 38 00 2 5465.148
2011 03 11 04 37 00 2 5465.147
2011 03 11 04 36 00 2 5465.146
2011 03 11 04 35 00 2 5465.145
2011 03 11 04 34 00 2 5465.142
2011 03 11 04 33 00 2 5465.141
2011 03 11 04 32 00 2 5465.140
2011 03 11 04 31 00 2 5465.137
2011 03 11 04 30 00 2 5465.137
2011 03 11 04 30 00 1 5465.136
2011 03 11 04 29 00 2 5465.135
2011 03 11 04 28 00 2 5465.133
2011 03 11 04 27 00 2 5465.132
2011 03 11 04 26 00 2 5465.132
2011 03 11 04 25 00 2 5465.129
2011 03 11 04 24 00 2 5465.126
2011 03 11 04 23 00 2 5465.126
2011 03 11 04 22 00 2 5465.124
2011 03 11 04 21 00 2 5465.121
2011 03 11 04 20 00 2 5465.122
2011 03 11 04 19 00 2 5465.120
2011 03 11 04 18 00 2 5465.118
2011 03 11 04 17 00 2 5465.116
2011 03 11 04 16 00 2 5465.114
2011 03 11 04 15 00 2 5465.113
2011 03 11 04 15 00 1 5465.113
2011 03 11 04 14 00 2 5465.112
2011 03 11 04 13 00 2 5465.110
2011 03 11 04 12 00 2 5465.108
2011 03 11 04 11 00 2 5465.107
2011 03 11 04 10 00 2 5465.106
2011 03 11 04 09 00 2 5465.105
2011 03 11 04 08 00 2 5465.103
2011 03 11 04 07 00 2 5465.101
2011 03 11 04 06 00 2 5465.099
2011 03 11 04 05 00 2 5465.097
2011 03 11 04 04 00 2 5465.096
2011 03 11 04 03 00 2 5465.095
2011 03 11 04 02 00 2 5465.093
2011 03 11 04 01 00 2 5465.092
2011 03 11 04 00 00 2 5465.092
2011 03 11 04 00 00 1 5465.092
