#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -      m
2011 03 12 02 45 00 1 9999.000
2011 03 12 02 44 00 2 4709.064
2011 03 12 02 43 00 2 4709.063
2011 03 12 02 42 00 2 4709.077
2011 03 12 02 41 00 2 4709.079
2011 03 12 02 40 00 2 4709.069
2011 03 12 02 39 00 2 4709.072
2011 03 12 02 38 00 2 4709.073
2011 03 12 02 37 00 2 4709.075
2011 03 12 02 36 00 2 4709.073
2011 03 12 02 35 00 2 4709.068
2011 03 12 02 34 00 2 4709.069
2011 03 12 02 33 00 2 4709.070
2011 03 12 02 32 00 2 4709.067
2011 03 12 02 31 00 2 4709.077
2011 03 12 02 30 00 2 4709.078
2011 03 12 02 30 00 1 9999.000
2011 03 12 02 29 00 2 4709.084
2011 03 12 02 28 00 2 4709.076
2011 03 12 02 27 00 2 4709.071
2011 03 12 02 26 00 2 4709.089
2011 03 12 02 25 00 2 4709.094
2011 03 12 02 24 00 2 4709.102
2011 03 12 02 23 00 2 4709.103
2011 03 12 02 22 00 2 4709.096
2011 03 12 02 21 00 2 4709.104
2011 03 12 02 20 00 2 4709.105
2011 03 12 02 19 00 2 4709.090
2011 03 12 02 18 00 2 4709.085
2011 03 12 02 17 00 2 4709.091
2011 03 12 02 16 00 2 4709.094
2011 03 12 02 15 00 2 4709.096
2011 03 12 02 15 00 1 9999.000
2011 03 12 02 14 00 2 4709.095
2011 03 12 02 13 00 2 4709.094
2011 03 12 02 12 00 2 4709.081
2011 03 12 02 11 00 2 4709.071
2011 03 12 02 10 00 2 4709.076
2011 03 12 02 09 00 2 4709.069
2011 03 12 02 08 00 2 4709.064
2011 03 12 02 07 00 2 4709.076
2011 03 12 02 06 00 2 4709.073
2011 03 12 02 05 00 2 4709.075
2011 03 12 02 04 00 2 4709.087
2011 03 12 02 03 00 2 4709.098
2011 03 12 02 02 00 2 4709.098
2011 03 12 02 01 00 2 4709.107
2011 03 12 02 00 00 2 4709.097
2011 03 12 02 00 00 1 9999.000
2011 03 12 01 59 45 2 4709.091
2011 03 12 01 59 00 2 4709.091
2011 03 12 01 58 45 2 4709.094
2011 03 12 01 58 00 2 4709.094
2011 03 12 01 57 45 2 4709.093
2011 03 12 01 57 00 2 4709.093
2011 03 12 01 56 45 2 4709.084
2011 03 12 01 56 00 2 4709.084
2011 03 12 01 55 45 2 4709.077
2011 03 12 01 55 00 2 4709.077
2011 03 12 01 54 45 2 4709.079
2011 03 12 01 54 00 2 4709.079
2011 03 12 01 53 45 2 4709.079
2011 03 12 01 53 00 2 4709.079
2011 03 12 01 52 45 2 4709.080
2011 03 12 01 52 00 2 4709.080
2011 03 12 01 51 45 2 4709.076
2011 03 12 01 51 00 2 4709.076
2011 03 12 01 50 45 2 4709.077
2011 03 12 01 50 00 2 4709.077
2011 03 12 01 49 45 2 4709.082
2011 03 12 01 49 00 2 4709.082
2011 03 12 01 48 45 2 4709.090
2011 03 12 01 48 00 2 4709.090
2011 03 12 01 47 45 2 4709.098
2011 03 12 01 47 00 2 4709.098
2011 03 12 01 46 45 2 4709.091
2011 03 12 01 46 00 2 4709.091
2011 03 12 01 45 45 2 4709.081
2011 03 12 01 45 00 2 4709.081
2011 03 12 01 45 00 1 9999.000
2011 03 12 01 44 45 2 4709.090
2011 03 12 01 44 00 2 4709.090
2011 03 12 01 43 45 2 4709.102
2011 03 12 01 43 00 2 4709.102
2011 03 12 01 42 45 2 4709.101
2011 03 12 01 42 00 2 4709.101
2011 03 12 01 41 45 2 4709.097
2011 03 12 01 41 00 2 4709.097
2011 03 12 01 40 45 2 4709.106
2011 03 12 01 40 00 2 4709.106
2011 03 12 01 39 45 2 4709.104
2011 03 12 01 39 00 2 4709.104
2011 03 12 01 38 45 2 4709.082
2011 03 12 01 38 00 2 4709.082
2011 03 12 01 37 45 2 4709.086
2011 03 12 01 37 00 2 4709.086
2011 03 12 01 36 45 2 4709.093
2011 03 12 01 36 00 2 4709.093
2011 03 12 01 35 45 2 4709.093
2011 03 12 01 35 00 2 4709.093
2011 03 12 01 34 45 2 4709.097
2011 03 12 01 34 00 2 4709.097
2011 03 12 01 33 45 2 4709.099
2011 03 12 01 33 00 2 4709.099
2011 03 12 01 32 45 2 4709.100
2011 03 12 01 32 00 2 4709.100
2011 03 12 01 31 45 2 4709.117
2011 03 12 01 31 00 2 4709.117
2011 03 12 01 30 45 2 4709.126
2011 03 12 01 30 00 2 4709.126
2011 03 12 01 30 00 1 9999.000
2011 03 12 01 29 45 2 4709.130
2011 03 12 01 29 00 2 4709.130
2011 03 12 01 28 45 2 4709.121
2011 03 12 01 28 00 2 4709.121
2011 03 12 01 27 45 2 4709.124
2011 03 12 01 27 00 2 4709.124
2011 03 12 01 26 45 2 4709.132
2011 03 12 01 26 00 2 4709.132
2011 03 12 01 25 45 2 4709.132
2011 03 12 01 25 00 2 4709.132
2011 03 12 01 24 45 2 4709.140
2011 03 12 01 24 00 2 4709.140
2011 03 12 01 23 45 2 4709.151
2011 03 12 01 23 00 2 4709.151
2011 03 12 01 22 45 2 4709.142
2011 03 12 01 22 00 2 4709.142
2011 03 12 01 21 45 2 4709.142
2011 03 12 01 21 00 2 4709.142
2011 03 12 01 20 45 2 4709.151
2011 03 12 01 20 00 2 4709.151
2011 03 12 01 19 45 2 4709.151
2011 03 12 01 19 00 2 4709.151
2011 03 12 01 18 45 2 4709.142
2011 03 12 01 18 00 2 4709.142
2011 03 12 01 17 45 2 4709.141
2011 03 12 01 17 00 2 4709.141
2011 03 12 01 16 45 2 4709.151
2011 03 12 01 16 00 2 4709.151
2011 03 12 01 15 45 2 4709.160
2011 03 12 01 15 00 2 4709.160
2011 03 12 01 15 00 1 9999.000
2011 03 12 01 14 45 2 4709.179
2011 03 12 01 14 00 2 4709.179
2011 03 12 01 13 45 2 4709.183
2011 03 12 01 13 00 2 4709.183
2011 03 12 01 12 45 2 4709.181
2011 03 12 01 12 00 2 4709.181
2011 03 12 01 11 45 2 4709.176
2011 03 12 01 11 00 2 4709.176
2011 03 12 01 10 45 2 4709.172
2011 03 12 01 10 00 2 4709.172
2011 03 12 01 09 45 2 4709.175
2011 03 12 01 09 00 2 4709.175
2011 03 12 01 08 45 2 4709.162
2011 03 12 01 08 00 2 4709.162
2011 03 12 01 07 45 2 4709.165
2011 03 12 01 07 00 2 4709.165
2011 03 12 01 06 45 2 4709.168
2011 03 12 01 06 00 2 4709.168
2011 03 12 01 05 45 2 4709.172
2011 03 12 01 05 00 2 4709.172
2011 03 12 01 04 45 2 4709.187
2011 03 12 01 04 00 2 4709.187
2011 03 12 01 03 45 2 4709.200
2011 03 12 01 03 00 2 4709.200
2011 03 12 01 02 45 2 4709.190
2011 03 12 01 02 00 2 4709.190
2011 03 12 01 01 45 2 4709.171
2011 03 12 01 01 00 2 4709.171
2011 03 12 01 00 45 2 4709.171
2011 03 12 01 00 00 2 4709.171
2011 03 12 01 00 00 1 9999.000
2011 03 12 00 59 45 2 4709.166
2011 03 12 00 59 00 2 4709.166
2011 03 12 00 58 45 2 4709.170
2011 03 12 00 58 00 2 4709.170
2011 03 12 00 57 45 2 4709.189
2011 03 12 00 57 00 2 4709.189
2011 03 12 00 56 45 2 4709.200
2011 03 12 00 56 00 2 4709.200
2011 03 12 00 55 45 2 4709.201
2011 03 12 00 55 00 2 4709.201
2011 03 12 00 54 45 2 4709.199
2011 03 12 00 54 00 2 4709.199
2011 03 12 00 53 45 2 4709.201
2011 03 12 00 53 00 2 4709.201
2011 03 12 00 52 45 2 4709.205
2011 03 12 00 52 00 2 4709.205
2011 03 12 00 51 45 2 4709.197
2011 03 12 00 51 00 2 4709.197
2011 03 12 00 50 45 2 4709.188
2011 03 12 00 50 00 2 4709.188
2011 03 12 00 49 45 2 4709.191
2011 03 12 00 49 00 2 4709.191
2011 03 12 00 48 45 2 4709.201
2011 03 12 00 48 00 2 4709.201
2011 03 12 00 47 45 2 4709.205
2011 03 12 00 47 00 2 4709.205
2011 03 12 00 46 45 2 4709.188
2011 03 12 00 46 00 2 4709.188
2011 03 12 00 45 45 2 4709.182
2011 03 12 00 45 00 2 4709.182
2011 03 12 00 45 00 1 9999.000
2011 03 12 00 44 45 2 4709.187
2011 03 12 00 44 00 2 4709.187
2011 03 12 00 43 45 2 4709.197
2011 03 12 00 43 00 2 4709.197
2011 03 12 00 42 45 2 4709.204
2011 03 12 00 42 00 2 4709.204
2011 03 12 00 41 45 2 4709.194
2011 03 12 00 41 00 2 4709.194
2011 03 12 00 40 45 2 4709.197
2011 03 12 00 40 00 2 4709.197
2011 03 12 00 39 45 2 4709.201
2011 03 12 00 39 00 2 4709.201
2011 03 12 00 38 45 2 4709.204
2011 03 12 00 38 00 2 4709.204
2011 03 12 00 37 45 2 4709.205
2011 03 12 00 37 00 2 4709.205
2011 03 12 00 36 45 2 4709.199
2011 03 12 00 36 00 2 4709.199
2011 03 12 00 35 45 2 4709.217
2011 03 12 00 35 00 2 4709.217
2011 03 12 00 34 45 2 4709.227
2011 03 12 00 34 00 2 4709.227
2011 03 12 00 33 45 2 4709.210
2011 03 12 00 33 00 2 4709.210
2011 03 12 00 32 45 2 4709.220
2011 03 12 00 32 00 2 4709.220
2011 03 12 00 31 45 2 4709.238
2011 03 12 00 31 00 2 4709.238
2011 03 12 00 30 45 2 4709.242
2011 03 12 00 30 00 2 4709.242
2011 03 12 00 30 00 1 9999.000
2011 03 12 00 29 45 2 4709.245
2011 03 12 00 29 00 2 4709.245
2011 03 12 00 28 45 2 4709.249
2011 03 12 00 28 00 2 4709.249
2011 03 12 00 27 45 2 4709.243
2011 03 12 00 27 00 2 4709.243
2011 03 12 00 26 45 2 4709.243
2011 03 12 00 26 00 2 4709.243
2011 03 12 00 25 45 2 4709.251
2011 03 12 00 25 00 2 4709.251
2011 03 12 00 24 45 2 4709.256
2011 03 12 00 24 00 2 4709.256
2011 03 12 00 23 45 2 4709.257
2011 03 12 00 23 00 2 4709.257
2011 03 12 00 22 45 2 4709.265
2011 03 12 00 22 00 2 4709.265
2011 03 12 00 21 45 2 4709.275
2011 03 12 00 21 00 2 4709.275
2011 03 12 00 20 45 2 4709.273
2011 03 12 00 20 00 2 4709.273
2011 03 12 00 19 45 2 4709.275
2011 03 12 00 19 00 2 4709.275
2011 03 12 00 18 45 2 4709.275
2011 03 12 00 18 00 2 4709.275
2011 03 12 00 17 45 2 4709.269
2011 03 12 00 17 00 2 4709.269
2011 03 12 00 16 45 2 4709.271
2011 03 12 00 16 00 2 4709.271
2011 03 12 00 15 45 2 4709.289
2011 03 12 00 15 00 2 4709.289
2011 03 12 00 15 00 1 9999.000
2011 03 12 00 14 45 2 4709.297
2011 03 12 00 14 00 2 4709.297
2011 03 12 00 13 45 2 4709.287
2011 03 12 00 13 00 2 4709.287
2011 03 12 00 12 45 2 4709.302
2011 03 12 00 12 00 2 4709.302
2011 03 12 00 11 45 2 4709.309
2011 03 12 00 11 00 2 4709.309
2011 03 12 00 10 45 2 4709.303
2011 03 12 00 10 00 2 4709.303
2011 03 12 00 09 45 2 4709.288
2011 03 12 00 09 00 2 4709.288
2011 03 12 00 08 45 2 4709.268
2011 03 12 00 08 00 2 4709.268
2011 03 12 00 07 45 2 4709.272
2011 03 12 00 07 00 2 4709.272
2011 03 12 00 06 45 2 4709.278
2011 03 12 00 06 00 2 4709.278
2011 03 12 00 05 45 2 4709.285
2011 03 12 00 05 00 2 4709.285
2011 03 12 00 04 45 2 4709.287
2011 03 12 00 04 00 2 4709.287
2011 03 12 00 03 45 2 4709.297
2011 03 12 00 03 00 2 4709.297
2011 03 12 00 02 45 2 4709.295
2011 03 12 00 02 00 2 4709.295
2011 03 12 00 01 45 2 4709.296
2011 03 12 00 01 00 2 4709.296
2011 03 12 00 00 45 2 4709.312
2011 03 12 00 00 00 2 4709.312
2011 03 12 00 00 00 1 9999.000
2011 03 11 23 59 00 2 4709.322
2011 03 11 23 58 00 2 4709.318
2011 03 11 23 57 00 2 4709.321
2011 03 11 23 56 00 2 4709.336
2011 03 11 23 55 00 2 4709.331
2011 03 11 23 54 00 2 4709.334
2011 03 11 23 53 00 2 4709.324
2011 03 11 23 52 00 2 4709.327
2011 03 11 23 51 00 2 4709.325
2011 03 11 23 50 00 2 4709.324
2011 03 11 23 49 00 2 4709.329
2011 03 11 23 48 00 2 4709.334
2011 03 11 23 47 00 2 4709.341
2011 03 11 23 46 00 2 4709.351
2011 03 11 23 45 00 2 4709.358
2011 03 11 23 45 00 1 9999.000
2011 03 11 23 44 00 2 4709.362
2011 03 11 23 43 00 2 4709.362
2011 03 11 23 42 00 2 4709.372
2011 03 11 23 41 00 2 4709.378
2011 03 11 23 40 00 2 4709.382
2011 03 11 23 39 00 2 4709.393
2011 03 11 23 38 00 2 4709.380
2011 03 11 23 37 00 2 4709.367
2011 03 11 23 36 00 2 4709.378
2011 03 11 23 35 00 2 4709.385
2011 03 11 23 34 00 2 4709.399
2011 03 11 23 33 00 2 4709.401
2011 03 11 23 32 00 2 4709.381
2011 03 11 23 31 00 2 4709.394
2011 03 11 23 30 00 2 4709.401
2011 03 11 23 30 00 1 9999.000
2011 03 11 23 29 00 2 4709.380
2011 03 11 23 28 00 2 4709.386
2011 03 11 23 27 00 2 4709.407
2011 03 11 23 26 00 2 4709.395
2011 03 11 23 25 00 2 4709.390
2011 03 11 23 24 00 2 4709.399
2011 03 11 23 23 00 2 4709.389
2011 03 11 23 22 00 2 4709.388
2011 03 11 23 21 00 2 4709.393
2011 03 11 23 20 00 2 4709.387
2011 03 11 23 19 00 2 4709.373
2011 03 11 23 18 00 2 4709.377
2011 03 11 23 17 00 2 4709.389
2011 03 11 23 16 00 2 4709.413
2011 03 11 23 15 00 2 4709.427
2011 03 11 23 15 00 1 9999.000
2011 03 11 23 14 00 2 4709.435
2011 03 11 23 13 00 2 4709.435
2011 03 11 23 12 00 2 4709.440
2011 03 11 23 11 00 2 4709.450
2011 03 11 23 10 00 2 4709.443
2011 03 11 23 09 00 2 4709.446
2011 03 11 23 08 00 2 4709.439
2011 03 11 23 07 00 2 4709.425
2011 03 11 23 06 00 2 4709.444
2011 03 11 23 05 00 2 4709.467
2011 03 11 23 04 00 2 4709.465
2011 03 11 23 03 00 2 4709.462
2011 03 11 23 02 00 2 4709.466
2011 03 11 23 01 00 2 4709.467
2011 03 11 23 00 00 2 4709.460
2011 03 11 23 00 00 1 9999.000
2011 03 11 22 59 00 2 4709.464
2011 03 11 22 58 00 2 4709.479
2011 03 11 22 57 00 2 4709.487
2011 03 11 22 56 00 2 4709.488
2011 03 11 22 55 00 2 4709.486
2011 03 11 22 54 00 2 4709.487
2011 03 11 22 53 00 2 4709.490
2011 03 11 22 52 00 2 4709.499
2011 03 11 22 51 00 2 4709.533
2011 03 11 22 50 00 2 4709.542
2011 03 11 22 49 00 2 4709.541
2011 03 11 22 48 00 2 4709.538
2011 03 11 22 47 00 2 4709.544
2011 03 11 22 46 00 2 4709.548
2011 03 11 22 45 00 2 4709.556
2011 03 11 22 45 00 1 9999.000
2011 03 11 22 44 00 2 4709.563
2011 03 11 22 43 00 2 4709.567
2011 03 11 22 42 00 2 4709.576
2011 03 11 22 41 00 2 4709.583
2011 03 11 22 40 00 2 4709.583
2011 03 11 22 39 00 2 4709.567
2011 03 11 22 38 00 2 4709.553
2011 03 11 22 37 00 2 4709.574
2011 03 11 22 36 00 2 4709.586
2011 03 11 22 35 00 2 4709.572
2011 03 11 22 34 00 2 4709.587
2011 03 11 22 33 00 2 4709.587
2011 03 11 22 32 00 2 4709.573
2011 03 11 22 31 00 2 4709.564
2011 03 11 22 30 00 2 4709.575
2011 03 11 22 30 00 1 9999.000
2011 03 11 22 29 00 2 4709.570
2011 03 11 22 28 00 2 4709.574
2011 03 11 22 27 00 2 4709.584
2011 03 11 22 26 00 2 4709.569
2011 03 11 22 25 00 2 4709.569
2011 03 11 22 24 00 2 4709.598
2011 03 11 22 23 00 2 4709.602
2011 03 11 22 22 00 2 4709.612
2011 03 11 22 21 00 2 4709.614
2011 03 11 22 20 00 2 4709.604
2011 03 11 22 19 00 2 4709.606
2011 03 11 22 18 00 2 4709.614
2011 03 11 22 17 00 2 4709.611
2011 03 11 22 16 00 2 4709.622
2011 03 11 22 15 00 2 4709.620
2011 03 11 22 15 00 1 9999.000
2011 03 11 22 14 00 2 4709.611
2011 03 11 22 13 00 2 4709.618
2011 03 11 22 12 00 2 4709.632
2011 03 11 22 11 00 2 4709.626
2011 03 11 22 10 00 2 4709.624
2011 03 11 22 09 00 2 4709.626
2011 03 11 22 08 00 2 4709.621
2011 03 11 22 07 00 2 4709.609
2011 03 11 22 06 00 2 4709.620
2011 03 11 22 05 00 2 4709.633
2011 03 11 22 04 00 2 4709.637
2011 03 11 22 03 00 2 4709.664
2011 03 11 22 02 00 2 4709.671
2011 03 11 22 01 00 2 4709.660
2011 03 11 22 00 00 2 4709.677
2011 03 11 22 00 00 1 9999.000
2011 03 11 21 59 00 2 4709.680
2011 03 11 21 58 00 2 4709.692
2011 03 11 21 57 00 2 4709.709
2011 03 11 21 56 00 2 4709.718
2011 03 11 21 55 00 2 4709.713
2011 03 11 21 54 00 2 4709.701
2011 03 11 21 53 00 2 4709.687
2011 03 11 21 52 00 2 4709.701
2011 03 11 21 51 00 2 4709.695
2011 03 11 21 50 00 2 4709.698
2011 03 11 21 49 00 2 4709.703
2011 03 11 21 48 00 2 4709.690
2011 03 11 21 47 00 2 4709.678
2011 03 11 21 46 00 2 4709.661
2011 03 11 21 45 00 2 4709.678
2011 03 11 21 45 00 1 9999.000
2011 03 11 21 44 00 2 4709.695
2011 03 11 21 43 00 2 4709.693
2011 03 11 21 42 00 2 4709.701
2011 03 11 21 41 00 2 4709.696
2011 03 11 21 40 00 2 4709.706
2011 03 11 21 39 00 2 4709.716
2011 03 11 21 38 00 2 4709.720
2011 03 11 21 37 00 2 4709.720
2011 03 11 21 36 00 2 4709.730
2011 03 11 21 35 00 2 4709.751
2011 03 11 21 34 00 2 4709.744
2011 03 11 21 33 00 2 4709.746
2011 03 11 21 32 00 2 4709.749
2011 03 11 21 31 00 2 4709.742
2011 03 11 21 30 00 2 4709.744
2011 03 11 21 30 00 1 9999.000
2011 03 11 21 29 00 2 4709.752
2011 03 11 21 28 00 2 4709.768
2011 03 11 21 27 00 2 4709.776
2011 03 11 21 26 00 2 4709.762
2011 03 11 21 25 00 2 4709.757
2011 03 11 21 24 00 2 4709.772
2011 03 11 21 23 00 2 4709.781
2011 03 11 21 22 00 2 4709.779
2011 03 11 21 21 00 2 4709.774
2011 03 11 21 20 00 2 4709.756
2011 03 11 21 19 00 2 4709.759
2011 03 11 21 18 00 2 4709.752
2011 03 11 21 17 00 2 4709.749
2011 03 11 21 16 00 2 4709.750
2011 03 11 21 15 00 2 4709.769
2011 03 11 21 15 00 1 9999.000
2011 03 11 21 14 00 2 4709.769
2011 03 11 21 13 00 2 4709.764
2011 03 11 21 12 00 2 4709.777
2011 03 11 21 11 00 2 4709.781
2011 03 11 21 10 00 2 4709.778
2011 03 11 21 09 00 2 4709.772
2011 03 11 21 08 00 2 4709.784
2011 03 11 21 07 00 2 4709.797
2011 03 11 21 06 00 2 4709.797
2011 03 11 21 05 00 2 4709.807
2011 03 11 21 04 00 2 4709.822
2011 03 11 21 03 00 2 4709.826
2011 03 11 21 02 00 2 4709.818
2011 03 11 21 01 00 2 4709.826
2011 03 11 21 00 00 2 4709.826
2011 03 11 21 00 00 1 9999.000
2011 03 11 20 59 00 2 4709.828
2011 03 11 20 58 00 2 4709.854
2011 03 11 20 57 00 2 4709.850
2011 03 11 20 56 00 2 4709.834
2011 03 11 20 55 00 2 4709.827
2011 03 11 20 54 00 2 4709.819
2011 03 11 20 53 00 2 4709.800
2011 03 11 20 52 00 2 4709.813
2011 03 11 20 51 00 2 4709.832
2011 03 11 20 50 00 2 4709.849
2011 03 11 20 49 00 2 4709.854
2011 03 11 20 48 00 2 4709.848
2011 03 11 20 47 00 2 4709.860
2011 03 11 20 46 00 2 4709.865
2011 03 11 20 45 00 2 4709.857
2011 03 11 20 45 00 1 9999.000
2011 03 11 20 44 00 2 4709.867
2011 03 11 20 43 00 2 4709.875
2011 03 11 20 42 00 2 4709.876
2011 03 11 20 41 00 2 4709.883
2011 03 11 20 40 00 2 4709.871
2011 03 11 20 39 00 2 4709.870
2011 03 11 20 38 00 2 4709.882
2011 03 11 20 37 00 2 4709.889
2011 03 11 20 36 00 2 4709.900
2011 03 11 20 35 00 2 4709.876
2011 03 11 20 34 00 2 4709.865
2011 03 11 20 33 00 2 4709.875
2011 03 11 20 32 00 2 4709.902
2011 03 11 20 31 00 2 4709.923
2011 03 11 20 30 00 2 4709.929
2011 03 11 20 30 00 1 9999.000
2011 03 11 20 29 00 2 4709.934
2011 03 11 20 28 00 2 4709.932
2011 03 11 20 27 00 2 4709.927
2011 03 11 20 26 00 2 4709.925
2011 03 11 20 25 00 2 4709.942
2011 03 11 20 24 00 2 4709.926
2011 03 11 20 23 00 2 4709.911
2011 03 11 20 22 00 2 4709.924
2011 03 11 20 21 00 2 4709.902
2011 03 11 20 20 00 2 4709.893
2011 03 11 20 19 00 2 4709.903
2011 03 11 20 18 00 2 4709.920
2011 03 11 20 17 00 2 4709.926
2011 03 11 20 16 00 2 4709.905
2011 03 11 20 15 00 2 4709.899
2011 03 11 20 15 00 1 9999.000
2011 03 11 20 14 00 2 4709.901
2011 03 11 20 13 00 2 4709.915
2011 03 11 20 12 00 2 4709.910
2011 03 11 20 11 00 2 4709.906
2011 03 11 20 10 00 2 4709.916
2011 03 11 20 09 00 2 4709.908
2011 03 11 20 08 00 2 4709.903
2011 03 11 20 07 00 2 4709.906
2011 03 11 20 06 00 2 4709.925
2011 03 11 20 05 00 2 4709.917
2011 03 11 20 04 00 2 4709.924
2011 03 11 20 03 00 2 4709.951
2011 03 11 20 02 00 2 4709.945
2011 03 11 20 01 00 2 4709.944
2011 03 11 20 00 00 2 4709.943
2011 03 11 20 00 00 1 9999.000
2011 03 11 19 59 00 2 4709.944
2011 03 11 19 58 00 2 4709.967
2011 03 11 19 57 00 2 4709.994
2011 03 11 19 56 00 2 4710.004
2011 03 11 19 55 00 2 4709.993
2011 03 11 19 54 00 2 4709.979
2011 03 11 19 53 00 2 4709.985
2011 03 11 19 52 00 2 4710.007
2011 03 11 19 51 00 2 4709.990
2011 03 11 19 50 00 2 4709.987
2011 03 11 19 49 00 2 4709.971
2011 03 11 19 48 00 2 4709.953
2011 03 11 19 47 00 2 4709.967
2011 03 11 19 46 00 2 4709.954
2011 03 11 19 45 00 2 4709.955
2011 03 11 19 45 00 1 9999.000
2011 03 11 19 44 00 2 4709.967
2011 03 11 19 43 00 2 4709.953
2011 03 11 19 42 00 2 4709.931
2011 03 11 19 41 00 2 4709.929
2011 03 11 19 40 00 2 4709.948
2011 03 11 19 39 00 2 4709.938
2011 03 11 19 38 00 2 4709.917
2011 03 11 19 37 00 2 4709.911
2011 03 11 19 36 00 2 4709.920
2011 03 11 19 35 00 2 4709.938
2011 03 11 19 34 00 2 4709.953
2011 03 11 19 33 00 2 4709.969
2011 03 11 19 32 00 2 4709.961
2011 03 11 19 31 00 2 4709.947
2011 03 11 19 30 00 2 4709.947
2011 03 11 19 30 00 1 9999.000
2011 03 11 19 29 00 2 4709.982
2011 03 11 19 28 00 2 4709.991
2011 03 11 19 27 00 2 4709.980
2011 03 11 19 26 00 2 4709.968
2011 03 11 19 25 00 2 4709.959
2011 03 11 19 24 00 2 4709.969
2011 03 11 19 23 00 2 4709.973
2011 03 11 19 22 00 2 4709.962
2011 03 11 19 21 00 2 4709.967
2011 03 11 19 20 00 2 4709.984
2011 03 11 19 19 00 2 4709.977
2011 03 11 19 18 00 2 4709.979
2011 03 11 19 17 00 2 4709.971
2011 03 11 19 16 00 2 4709.951
2011 03 11 19 15 00 2 4709.951
2011 03 11 19 15 00 1 9999.000
2011 03 11 19 14 00 2 4709.970
2011 03 11 19 13 00 2 4709.991
2011 03 11 19 12 00 2 4710.007
2011 03 11 19 11 00 2 4710.034
2011 03 11 19 10 00 2 4710.040
2011 03 11 19 09 00 2 4710.032
2011 03 11 19 08 00 2 4710.021
2011 03 11 19 07 00 2 4710.020
2011 03 11 19 06 00 2 4710.011
2011 03 11 19 05 00 2 4709.996
2011 03 11 19 04 00 2 4710.000
2011 03 11 19 03 00 2 4709.990
2011 03 11 19 02 00 2 4709.991
2011 03 11 19 01 00 2 4710.005
2011 03 11 19 00 00 2 4709.993
