#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -      m
2011 03 11 09 12 00 2 4260.685
2011 03 11 09 11 00 2 4260.682
2011 03 11 09 10 00 2 4260.680
2011 03 11 09 09 00 2 4260.676
2011 03 11 09 08 00 2 4260.674
2011 03 11 09 07 00 2 4260.672
2011 03 11 09 06 00 2 4260.669
2011 03 11 09 05 00 2 4260.667
2011 03 11 09 04 00 2 4260.663
2011 03 11 09 03 00 2 4260.661
2011 03 11 09 02 00 2 4260.657
2011 03 11 09 01 00 2 4260.656
2011 03 11 09 00 00 2 4260.651
2011 03 11 09 00 00 1 9999.000
2011 03 11 08 59 00 2 4260.652
2011 03 11 08 58 00 2 4260.647
2011 03 11 08 57 00 2 4260.644
2011 03 11 08 56 00 2 4260.641
2011 03 11 08 55 00 2 4260.639
2011 03 11 08 54 00 2 4260.636
2011 03 11 08 53 00 2 4260.634
2011 03 11 08 52 00 2 4260.631
2011 03 11 08 51 00 2 4260.628
2011 03 11 08 50 00 2 4260.624
2011 03 11 08 49 00 2 4260.621
2011 03 11 08 48 00 2 4260.619
2011 03 11 08 47 00 2 4260.616
2011 03 11 08 46 00 2 4260.612
2011 03 11 08 45 00 2 4260.611
2011 03 11 08 45 00 1 9999.000
2011 03 11 08 44 00 2 4260.609
2011 03 11 08 43 00 2 4260.603
2011 03 11 08 42 00 2 4260.602
2011 03 11 08 41 00 2 4260.601
2011 03 11 08 40 00 2 4260.598
2011 03 11 08 39 00 2 4260.593
2011 03 11 08 38 00 2 4260.590
2011 03 11 08 37 00 2 4260.589
2011 03 11 08 36 00 2 4260.585
2011 03 11 08 35 00 2 4260.581
2011 03 11 08 34 00 2 4260.579
2011 03 11 08 33 00 2 4260.578
2011 03 11 08 32 00 2 4260.573
2011 03 11 08 31 00 2 4260.568
2011 03 11 08 30 00 2 4260.565
2011 03 11 08 30 00 1 9999.000
2011 03 11 08 29 00 2 4260.565
2011 03 11 08 28 00 2 4260.561
2011 03 11 08 27 00 2 4260.558
2011 03 11 08 26 00 2 4260.554
2011 03 11 08 25 00 2 4260.552
2011 03 11 08 24 00 2 4260.548
2011 03 11 08 23 00 2 4260.546
2011 03 11 08 22 00 2 4260.542
2011 03 11 08 21 00 2 4260.539
2011 03 11 08 20 00 2 4260.538
2011 03 11 08 19 00 2 4260.534
2011 03 11 08 18 00 2 4260.526
2011 03 11 08 17 00 2 4260.528
2011 03 11 08 16 00 2 4260.523
2011 03 11 08 15 00 2 4260.520
2011 03 11 08 15 00 1 9999.000
2011 03 11 08 14 00 2 4260.515
2011 03 11 08 13 00 2 4260.514
2011 03 11 08 12 00 2 4260.510
2011 03 11 08 11 00 2 4260.506
2011 03 11 08 10 00 2 4260.505
2011 03 11 08 09 00 2 4260.499
2011 03 11 08 08 00 2 4260.498
2011 03 11 08 07 00 2 4260.493
2011 03 11 08 06 00 2 4260.493
2011 03 11 08 05 00 2 4260.489
2011 03 11 08 04 00 2 4260.484
2011 03 11 08 03 00 2 4260.480
2011 03 11 08 02 00 2 4260.478
2011 03 11 08 01 00 2 4260.474
2011 03 11 08 00 00 2 4260.472
2011 03 11 08 00 00 1 9999.000
2011 03 11 07 59 00 2 4260.467
2011 03 11 07 58 00 2 4260.465
2011 03 11 07 57 00 2 4260.462
2011 03 11 07 56 00 2 4260.457
2011 03 11 07 55 00 2 4260.455
2011 03 11 07 54 00 2 4260.451
2011 03 11 07 53 00 2 4260.447
2011 03 11 07 52 00 2 4260.445
2011 03 11 07 51 00 2 4260.440
2011 03 11 07 50 00 2 4260.438
2011 03 11 07 49 00 2 4260.435
2011 03 11 07 48 00 2 4260.431
2011 03 11 07 47 00 2 4260.426
2011 03 11 07 46 00 2 4260.425
2011 03 11 07 45 00 2 4260.418
2011 03 11 07 45 00 1 9999.000
2011 03 11 07 44 00 2 4260.418
2011 03 11 07 43 00 2 4260.415
2011 03 11 07 42 00 2 4260.411
2011 03 11 07 41 00 2 4260.405
2011 03 11 07 40 00 2 4260.404
2011 03 11 07 39 00 2 4260.399
2011 03 11 07 38 00 2 4260.399
2011 03 11 07 37 00 2 4260.394
2011 03 11 07 36 00 2 4260.392
2011 03 11 07 35 00 2 4260.386
2011 03 11 07 34 00 2 4260.383
2011 03 11 07 33 00 2 4260.381
2011 03 11 07 32 00 2 4260.378
2011 03 11 07 31 00 2 4260.371
2011 03 11 07 30 00 2 4260.369
2011 03 11 07 30 00 1 9999.000
2011 03 11 07 29 00 2 4260.370
2011 03 11 07 28 00 2 4260.361
2011 03 11 07 27 00 2 4260.361
2011 03 11 07 26 00 2 4260.357
2011 03 11 07 25 00 2 4260.353
2011 03 11 07 24 00 2 4260.348
2011 03 11 07 23 00 2 4260.345
2011 03 11 07 22 00 2 4260.344
2011 03 11 07 21 00 2 4260.337
2011 03 11 07 20 00 2 4260.335
2011 03 11 07 19 00 2 4260.331
2011 03 11 07 18 00 2 4260.327
2011 03 11 07 17 00 2 4260.327
2011 03 11 07 16 00 2 4260.322
2011 03 11 07 15 00 2 4260.313
2011 03 11 07 15 00 1 9999.000
2011 03 11 07 14 00 2 4260.317
2011 03 11 07 13 00 2 4260.308
2011 03 11 07 12 00 2 4260.308
2011 03 11 07 11 00 2 4260.304
2011 03 11 07 10 00 2 4260.303
2011 03 11 07 09 00 2 4260.294
2011 03 11 07 08 00 2 4260.294
2011 03 11 07 07 00 2 4260.292
2011 03 11 07 06 00 2 4260.286
2011 03 11 07 05 00 2 4260.286
2011 03 11 07 04 00 2 4260.282
2011 03 11 07 03 00 2 4260.279
2011 03 11 07 02 00 2 4260.276
2011 03 11 07 01 00 2 4260.270
2011 03 11 07 00 00 2 4260.270
2011 03 11 07 00 00 1 9999.000
2011 03 11 06 59 00 2 4260.268
2011 03 11 06 58 00 2 4260.261
2011 03 11 06 57 00 2 4260.259
2011 03 11 06 56 00 2 4260.259
2011 03 11 06 55 00 2 4260.253
2011 03 11 06 54 00 2 4260.249
2011 03 11 06 53 00 2 4260.248
2011 03 11 06 52 00 2 4260.246
2011 03 11 06 51 00 2 4260.241
2011 03 11 06 50 00 2 4260.238
2011 03 11 06 49 00 2 4260.237
2011 03 11 06 48 00 2 4260.232
2011 03 11 06 47 00 2 4260.232
2011 03 11 06 46 00 2 4260.223
2011 03 11 06 45 00 2 4260.226
2011 03 11 06 45 00 1 9999.000
2011 03 11 06 44 00 2 4260.218
2011 03 11 06 43 00 2 4260.218
2011 03 11 06 42 00 2 4260.216
2011 03 11 06 41 00 2 4260.210
2011 03 11 06 40 00 2 4260.205
2011 03 11 06 39 00 2 4260.207
2011 03 11 06 38 00 2 4260.205
2011 03 11 06 37 00 2 4260.194
2011 03 11 06 36 00 2 4260.200
2011 03 11 06 35 00 2 4260.196
2011 03 11 06 34 00 2 4260.190
2011 03 11 06 33 00 2 4260.185
2011 03 11 06 32 00 2 4260.181
2011 03 11 06 31 00 2 4260.184
2011 03 11 06 30 00 2 4260.176
2011 03 11 06 30 00 1 9999.000
2011 03 11 06 29 00 2 4260.174
2011 03 11 06 28 00 2 4260.178
2011 03 11 06 27 00 2 4260.168
2011 03 11 06 26 00 2 4260.170
2011 03 11 06 25 00 2 4260.160
2011 03 11 06 24 00 2 4260.161
2011 03 11 06 23 00 2 4260.157
2011 03 11 06 22 00 2 4260.162
2011 03 11 06 21 15 3 4260.127
2011 03 11 06 21 00 3 4260.156
2011 03 11 06 21 00 2 4260.146
2011 03 11 06 20 45 3 4260.171
2011 03 11 06 20 30 3 4260.134
2011 03 11 06 20 15 3 4260.179
2011 03 11 06 20 00 3 4260.153
2011 03 11 06 20 00 2 4260.160
2011 03 11 06 19 45 3 4260.129
2011 03 11 06 19 30 3 4260.129
2011 03 11 06 19 15 3 4260.159
2011 03 11 06 19 00 3 4260.156
2011 03 11 06 19 00 2 4260.143
2011 03 11 06 18 45 3 4260.184
2011 03 11 06 18 30 3 4259.840
2011 03 11 06 18 15 3 4260.079
2011 03 11 06 18 00 3 4260.189
2011 03 11 06 18 00 2 4260.152
2011 03 11 06 17 45 3 4260.130
2011 03 11 06 17 30 3 4260.135
2011 03 11 06 17 00 2 4260.137
2011 03 11 06 16 00 2 4260.140
2011 03 11 06 15 00 2 4260.140
2011 03 11 06 15 00 1 9999.000
2011 03 11 06 14 00 2 4260.132
2011 03 11 06 13 00 2 4260.136
2011 03 11 06 12 00 2 4260.129
2011 03 11 06 11 00 2 4260.126
2011 03 11 06 10 00 2 4260.124
2011 03 11 06 09 00 2 4260.122
2011 03 11 06 08 00 2 4260.118
2011 03 11 06 07 00 2 4260.120
2011 03 11 06 06 00 2 4260.114
2011 03 11 06 05 00 2 4260.114
2011 03 11 06 04 00 2 4260.109
2011 03 11 06 03 00 2 4260.109
2011 03 11 06 02 00 2 4260.107
2011 03 11 06 01 00 2 4260.105
2011 03 11 06 00 00 2 4260.100
2011 03 11 06 00 00 1 4260.100
2011 03 11 05 59 00 2 4260.101
2011 03 11 05 58 00 2 4260.095
2011 03 11 05 57 00 2 4260.093
2011 03 11 05 56 00 2 4260.091
2011 03 11 05 55 00 2 4260.090
2011 03 11 05 54 00 2 4260.088
2011 03 11 05 53 00 2 4260.084
2011 03 11 05 52 00 2 4260.083
2011 03 11 05 51 00 2 4260.081
2011 03 11 05 50 00 2 4260.079
2011 03 11 05 49 00 2 4260.074
2011 03 11 05 48 00 2 4260.075
2011 03 11 05 47 00 2 4260.073
2011 03 11 05 46 00 2 4260.071
2011 03 11 05 45 00 2 4260.068
2011 03 11 05 45 00 1 4260.067
2011 03 11 05 44 00 2 4260.065
2011 03 11 05 43 00 2 4260.062
2011 03 11 05 42 00 2 4260.061
2011 03 11 05 41 00 2 4260.061
2011 03 11 05 40 00 2 4260.057
2011 03 11 05 39 00 2 4260.054
2011 03 11 05 38 00 2 4260.056
2011 03 11 05 37 00 2 4260.050
2011 03 11 05 36 00 2 4260.052
2011 03 11 05 35 00 2 4260.048
2011 03 11 05 34 00 2 4260.044
2011 03 11 05 33 00 2 4260.044
2011 03 11 05 32 00 2 4260.043
2011 03 11 05 31 00 2 4260.041
2011 03 11 05 30 00 2 4260.040
2011 03 11 05 30 00 1 4260.038
2011 03 11 05 29 00 2 4260.037
2011 03 11 05 28 00 2 4260.035
2011 03 11 05 27 00 2 4260.035
2011 03 11 05 26 00 2 4260.033
2011 03 11 05 25 00 2 4260.030
2011 03 11 05 24 00 2 4260.029
2011 03 11 05 23 00 2 4260.028
2011 03 11 05 22 00 2 4260.025
2011 03 11 05 21 00 2 4260.023
2011 03 11 05 20 00 2 4260.023
2011 03 11 05 19 00 2 4260.021
2011 03 11 05 18 00 2 4260.018
2011 03 11 05 17 00 2 4260.018
2011 03 11 05 16 00 2 4260.016
2011 03 11 05 15 00 2 4260.015
2011 03 11 05 15 00 1 4260.015
2011 03 11 05 14 00 2 4260.014
2011 03 11 05 13 00 2 4260.012
2011 03 11 05 12 00 2 4260.011
2011 03 11 05 11 00 2 4260.011
2011 03 11 05 10 00 2 4260.009
2011 03 11 05 09 00 2 4260.007
2011 03 11 05 08 00 2 4260.007
2011 03 11 05 07 00 2 4260.006
2011 03 11 05 06 00 2 4260.004
2011 03 11 05 05 00 2 4260.002
2011 03 11 05 04 00 2 4260.001
2011 03 11 05 03 00 2 4260.001
2011 03 11 05 02 00 2 4259.998
2011 03 11 05 01 00 2 4259.998
2011 03 11 05 00 00 2 4259.998
2011 03 11 05 00 00 1 4259.996
