#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -      m
2011 03 11 09 12 00 2 5861.819
2011 03 11 09 11 00 2 5861.819
2011 03 11 09 10 00 2 5861.826
2011 03 11 09 09 00 2 5861.823
2011 03 11 09 08 00 2 5861.826
2011 03 11 09 07 00 2 5861.831
2011 03 11 09 06 00 2 5861.828
2011 03 11 09 05 00 2 5861.830
2011 03 11 09 04 00 2 5861.835
2011 03 11 09 03 00 2 5861.834
2011 03 11 09 02 00 2 5861.837
2011 03 11 09 01 00 2 5861.837
2011 03 11 09 00 00 2 5861.836
2011 03 11 09 00 00 1 9999.000
2011 03 11 08 59 00 2 5861.838
2011 03 11 08 58 00 2 5861.841
2011 03 11 08 57 00 2 5861.842
2011 03 11 08 56 00 2 5861.844
2011 03 11 08 55 00 2 5861.844
2011 03 11 08 54 00 2 5861.843
2011 03 11 08 53 00 2 5861.846
2011 03 11 08 52 00 2 5861.848
2011 03 11 08 51 00 2 5861.846
2011 03 11 08 50 00 2 5861.849
2011 03 11 08 49 00 2 5861.850
2011 03 11 08 48 00 2 5861.852
2011 03 11 08 47 00 2 5861.853
2011 03 11 08 46 00 2 5861.853
2011 03 11 08 45 00 2 5861.854
2011 03 11 08 45 00 1 9999.000
2011 03 11 08 44 00 2 5861.856
2011 03 11 08 43 00 2 5861.858
2011 03 11 08 42 00 2 5861.857
2011 03 11 08 41 00 2 5861.860
2011 03 11 08 40 00 2 5861.854
2011 03 11 08 39 00 2 5861.861
2011 03 11 08 38 00 2 5861.858
2011 03 11 08 37 00 2 5861.862
2011 03 11 08 36 00 2 5861.860
2011 03 11 08 35 00 2 5861.868
2011 03 11 08 34 00 2 5861.863
2011 03 11 08 33 00 2 5861.867
2011 03 11 08 32 00 2 5861.867
2011 03 11 08 31 00 2 5861.868
2011 03 11 08 30 00 2 5861.872
2011 03 11 08 30 00 1 9999.000
2011 03 11 08 29 00 2 5861.875
2011 03 11 08 28 00 2 5861.873
2011 03 11 08 27 00 2 5861.872
2011 03 11 08 26 00 2 5861.874
2011 03 11 08 25 00 2 5861.875
2011 03 11 08 24 00 2 5861.876
2011 03 11 08 23 00 2 5861.874
2011 03 11 08 22 00 2 5861.876
2011 03 11 08 21 00 2 5861.878
2011 03 11 08 20 00 2 5861.877
2011 03 11 08 19 00 2 5861.880
2011 03 11 08 18 00 2 5861.879
2011 03 11 08 17 00 2 5861.881
2011 03 11 08 16 00 2 5861.882
2011 03 11 08 15 00 2 5861.882
2011 03 11 08 15 00 1 9999.000
2011 03 11 08 14 00 2 5861.883
2011 03 11 08 13 00 2 5861.882
2011 03 11 08 12 00 2 5861.882
2011 03 11 08 11 00 2 5861.887
2011 03 11 08 10 00 2 5861.888
2011 03 11 08 09 00 2 5861.888
2011 03 11 08 08 00 2 5861.885
2011 03 11 08 07 00 2 5861.888
2011 03 11 08 06 00 2 5861.890
2011 03 11 08 05 00 2 5861.890
2011 03 11 08 04 00 2 5861.893
2011 03 11 08 03 00 2 5861.893
2011 03 11 08 02 00 2 5861.890
2011 03 11 08 01 00 2 5861.894
2011 03 11 08 00 00 2 5861.895
2011 03 11 08 00 00 1 9999.000
2011 03 11 07 59 00 2 5861.894
2011 03 11 07 58 00 2 5861.896
2011 03 11 07 57 00 2 5861.898
2011 03 11 07 56 00 2 5861.899
2011 03 11 07 55 00 2 5861.900
2011 03 11 07 54 00 2 5861.898
2011 03 11 07 53 00 2 5861.902
2011 03 11 07 52 00 2 5861.901
2011 03 11 07 51 00 2 5861.899
2011 03 11 07 50 00 2 5861.904
2011 03 11 07 49 00 2 5861.904
2011 03 11 07 48 00 2 5861.900
2011 03 11 07 47 00 2 5861.906
2011 03 11 07 46 00 2 5861.905
2011 03 11 07 45 00 2 5861.908
2011 03 11 07 45 00 1 9999.000
2011 03 11 07 44 00 2 5861.908
2011 03 11 07 43 00 2 5861.908
2011 03 11 07 42 00 2 5861.907
2011 03 11 07 41 00 2 5861.911
2011 03 11 07 40 00 2 5861.909
2011 03 11 07 39 00 2 5861.913
2011 03 11 07 38 00 2 5861.913
2011 03 11 07 37 00 2 5861.908
2011 03 11 07 36 00 2 5861.916
2011 03 11 07 35 00 2 5861.916
2011 03 11 07 34 00 2 5861.914
2011 03 11 07 33 00 2 5861.914
2011 03 11 07 32 00 2 5861.913
2011 03 11 07 31 00 2 5861.918
2011 03 11 07 30 00 2 5861.912
2011 03 11 07 30 00 1 9999.000
2011 03 11 07 29 00 2 5861.920
2011 03 11 07 28 00 2 5861.919
2011 03 11 07 27 00 2 5861.918
2011 03 11 07 26 00 2 5861.919
2011 03 11 07 25 00 2 5861.923
2011 03 11 07 24 00 2 5861.925
2011 03 11 07 23 00 2 5861.918
2011 03 11 07 22 00 2 5861.925
2011 03 11 07 21 00 2 5861.923
2011 03 11 07 20 00 2 5861.917
2011 03 11 07 19 00 2 5861.924
2011 03 11 07 18 00 2 5861.921
2011 03 11 07 17 00 2 5861.923
2011 03 11 07 16 00 2 5861.919
2011 03 11 07 15 00 2 5861.927
2011 03 11 07 15 00 1 9999.000
2011 03 11 07 14 00 2 5861.925
2011 03 11 07 13 00 2 5861.926
2011 03 11 07 12 00 2 5861.931
2011 03 11 07 11 00 2 5861.920
2011 03 11 07 10 00 2 5861.929
2011 03 11 07 09 00 2 5861.932
2011 03 11 07 08 00 2 5861.922
2011 03 11 07 07 00 2 5861.925
2011 03 11 07 06 00 2 5861.927
2011 03 11 07 05 00 2 5861.922
2011 03 11 07 04 00 2 5861.931
2011 03 11 07 03 00 2 5861.937
2011 03 11 07 02 00 2 5861.938
2011 03 11 07 01 00 2 5861.919
2011 03 11 07 00 00 2 5861.922
2011 03 11 07 00 00 1 9999.000
2011 03 11 06 59 00 2 5861.934
2011 03 11 06 58 00 2 5861.943
2011 03 11 06 57 00 2 5861.920
2011 03 11 06 56 00 2 5861.938
2011 03 11 06 55 00 2 5861.931
2011 03 11 06 54 00 2 5861.924
2011 03 11 06 53 00 2 5861.943
2011 03 11 06 52 00 2 5861.937
2011 03 11 06 51 00 2 5861.936
2011 03 11 06 50 00 2 5861.936
2011 03 11 06 49 00 2 5861.925
2011 03 11 06 48 00 2 5861.937
2011 03 11 06 47 00 2 5861.925
2011 03 11 06 46 00 2 5861.940
2011 03 11 06 45 00 2 5861.937
2011 03 11 06 45 00 1 9999.000
2011 03 11 06 44 00 2 5861.933
2011 03 11 06 43 00 2 5861.936
2011 03 11 06 42 00 2 5861.940
2011 03 11 06 41 00 2 5861.942
2011 03 11 06 40 00 2 5861.934
2011 03 11 06 39 00 2 5861.935
2011 03 11 06 38 00 2 5861.940
2011 03 11 06 37 00 2 5861.950
2011 03 11 06 36 00 2 5861.910
2011 03 11 06 35 00 2 5861.958
2011 03 11 06 34 00 2 5861.933
2011 03 11 06 33 00 2 5861.933
2011 03 11 06 32 00 2 5861.935
2011 03 11 06 31 00 2 5861.950
2011 03 11 06 30 00 2 5861.919
2011 03 11 06 30 00 1 9999.000
2011 03 11 06 29 00 2 5861.961
2011 03 11 06 28 00 2 5861.944
2011 03 11 06 27 00 2 5861.933
2011 03 11 06 26 00 2 5861.916
2011 03 11 06 25 00 2 5861.929
2011 03 11 06 24 00 2 5861.958
2011 03 11 06 23 00 2 5861.961
2011 03 11 06 22 00 2 5861.929
2011 03 11 06 21 00 2 5861.917
2011 03 11 06 20 00 2 5861.956
2011 03 11 06 19 00 2 5861.943
2011 03 11 06 18 00 2 5861.945
2011 03 11 06 17 00 2 5861.917
2011 03 11 06 16 00 2 5861.957
2011 03 11 06 15 00 2 5861.929
2011 03 11 06 15 00 1 9999.000
2011 03 11 06 14 00 2 5861.952
2011 03 11 06 13 00 2 5861.940
2011 03 11 06 12 00 2 5861.933
2011 03 11 06 11 00 2 5861.947
2011 03 11 06 10 00 2 5861.912
2011 03 11 06 09 00 2 5861.985
2011 03 11 06 08 00 2 5861.899
2011 03 11 06 07 00 2 5861.945
2011 03 11 06 06 00 2 5861.939
2011 03 11 06 05 00 2 5861.940
2011 03 11 06 04 00 2 5861.943
2011 03 11 06 03 15 3 5861.995
2011 03 11 06 03 00 3 5862.044
2011 03 11 06 03 00 2 5861.969
2011 03 11 06 02 45 3 5862.028
2011 03 11 06 02 30 3 5862.013
2011 03 11 06 02 15 3 5862.115
2011 03 11 06 02 00 3 5862.140
2011 03 11 06 02 00 2 5861.845
2011 03 11 06 01 45 3 5862.165
2011 03 11 06 01 30 3 5861.979
2011 03 11 06 01 15 3 5861.806
2011 03 11 06 01 00 3 5861.788
2011 03 11 06 01 00 2 5862.010
2011 03 11 06 00 45 3 5861.771
2011 03 11 06 00 30 3 5861.765
2011 03 11 06 00 15 3 5861.760
2011 03 11 06 00 00 3 5862.007
2011 03 11 06 00 00 2 5861.922
2011 03 11 06 00 00 1 9999.000
2011 03 11 05 59 45 3 5861.914
2011 03 11 05 59 30 3 5861.954
2011 03 11 05 59 00 2 5861.938
2011 03 11 05 58 00 2 5861.934
2011 03 11 05 57 00 2 5861.939
2011 03 11 05 56 00 2 5861.938
2011 03 11 05 55 00 2 5861.935
2011 03 11 05 54 00 2 5861.932
2011 03 11 05 53 00 2 5861.937
2011 03 11 05 52 00 2 5861.935
2011 03 11 05 51 00 2 5861.935
2011 03 11 05 50 00 2 5861.934
2011 03 11 05 49 00 2 5861.934
2011 03 11 05 48 00 2 5861.934
2011 03 11 05 47 00 2 5861.934
2011 03 11 05 46 00 2 5861.934
2011 03 11 05 45 00 2 5861.933
2011 03 11 05 45 00 1 9999.000
2011 03 11 05 44 00 2 5861.934
2011 03 11 05 43 00 2 5861.933
2011 03 11 05 42 00 2 5861.933
2011 03 11 05 41 00 2 5861.932
2011 03 11 05 40 00 2 5861.933
2011 03 11 05 39 00 2 5861.932
2011 03 11 05 38 00 2 5861.932
2011 03 11 05 37 00 2 5861.932
2011 03 11 05 36 00 2 5861.932
2011 03 11 05 35 00 2 5861.930
2011 03 11 05 34 00 2 5861.930
2011 03 11 05 33 00 2 5861.929
2011 03 11 05 32 00 2 5861.929
2011 03 11 05 31 00 2 5861.928
2011 03 11 05 30 00 2 5861.928
2011 03 11 05 30 00 1 9999.000
2011 03 11 05 29 00 2 5861.928
2011 03 11 05 28 00 2 5861.927
2011 03 11 05 27 00 2 5861.926
2011 03 11 05 26 00 2 5861.926
2011 03 11 05 25 00 2 5861.926
2011 03 11 05 24 00 2 5861.926
2011 03 11 05 23 00 2 5861.925
2011 03 11 05 22 00 2 5861.925
2011 03 11 05 21 00 2 5861.924
2011 03 11 05 20 00 2 5861.923
2011 03 11 05 19 00 2 5861.923
2011 03 11 05 18 00 2 5861.922
2011 03 11 05 17 00 2 5861.922
2011 03 11 05 16 00 2 5861.922
2011 03 11 05 15 00 2 5861.921
2011 03 11 05 15 00 1 9999.000
2011 03 11 05 14 00 2 5861.920
2011 03 11 05 13 00 2 5861.920
2011 03 11 05 12 00 2 5861.920
2011 03 11 05 11 00 2 5861.919
2011 03 11 05 10 00 2 5861.918
2011 03 11 05 09 00 2 5861.918
2011 03 11 05 08 00 2 5861.918
2011 03 11 05 07 00 2 5861.916
2011 03 11 05 06 00 2 5861.916
2011 03 11 05 05 00 2 5861.916
2011 03 11 05 04 00 2 5861.914
2011 03 11 05 03 00 2 5861.915
2011 03 11 05 02 00 2 5861.914
2011 03 11 05 01 00 2 5861.914
2011 03 11 05 00 00 2 5861.914
2011 03 11 05 00 00 1 5861.913
2011 03 11 04 59 00 2 5861.913
2011 03 11 04 58 00 2 5861.913
2011 03 11 04 57 00 2 5861.913
2011 03 11 04 56 00 2 5861.913
2011 03 11 04 55 00 2 5861.912
2011 03 11 04 54 00 2 5861.912
2011 03 11 04 53 00 2 5861.912
2011 03 11 04 52 00 2 5861.911
2011 03 11 04 51 00 2 5861.911
2011 03 11 04 50 00 2 5861.911
2011 03 11 04 49 00 2 5861.909
2011 03 11 04 48 00 2 5861.909
2011 03 11 04 47 00 2 5861.908
2011 03 11 04 46 00 2 5861.908
2011 03 11 04 45 00 2 5861.908
2011 03 11 04 45 00 1 5861.908
2011 03 11 04 44 00 2 5861.908
2011 03 11 04 43 00 2 5861.907
2011 03 11 04 42 00 2 5861.907
2011 03 11 04 41 00 2 5861.906
2011 03 11 04 40 00 2 5861.905
2011 03 11 04 39 00 2 5861.904
2011 03 11 04 38 00 2 5861.904
2011 03 11 04 37 00 2 5861.904
2011 03 11 04 36 00 2 5861.904
2011 03 11 04 35 00 2 5861.903
2011 03 11 04 34 00 2 5861.902
2011 03 11 04 33 00 2 5861.901
2011 03 11 04 32 00 2 5861.900
2011 03 11 04 31 00 2 5861.900
2011 03 11 04 30 00 2 5861.899
2011 03 11 04 30 00 1 5861.900
2011 03 11 04 29 00 2 5861.899
2011 03 11 04 28 00 2 5861.899
2011 03 11 04 27 00 2 5861.898
2011 03 11 04 26 00 2 5861.898
2011 03 11 04 25 00 2 5861.897
2011 03 11 04 24 00 2 5861.896
2011 03 11 04 23 00 2 5861.896
2011 03 11 04 22 00 2 5861.895
2011 03 11 04 21 00 2 5861.895
2011 03 11 04 20 00 2 5861.895
2011 03 11 04 19 00 2 5861.894
2011 03 11 04 18 00 2 5861.894
2011 03 11 04 17 00 2 5861.893
2011 03 11 04 16 00 2 5861.893
2011 03 11 04 15 00 2 5861.893
2011 03 11 04 15 00 1 5861.893
2011 03 11 04 14 00 2 5861.893
2011 03 11 04 13 00 2 5861.892
2011 03 11 04 12 00 2 5861.890
2011 03 11 04 11 00 2 5861.890
2011 03 11 04 10 00 2 5861.889
2011 03 11 04 09 00 2 5861.888
2011 03 11 04 08 00 2 5861.888
2011 03 11 04 07 00 2 5861.887
2011 03 11 04 06 00 2 5861.886
2011 03 11 04 05 00 2 5861.885
2011 03 11 04 04 00 2 5861.885
2011 03 11 04 03 00 2 5861.885
2011 03 11 04 02 00 2 5861.884
2011 03 11 04 01 00 2 5861.883
2011 03 11 04 00 00 2 5861.883
2011 03 11 04 00 00 1 5861.883
